client_id,district_id,client_age,client_gender,age_group,district_name,region,pop_size,no_of_municip<499,no_of_municip<2000,no_of_municip<10000 ,no_of_municip>10000,no_cities,ratio_urban,avg_salary,unemploymant_95,unemploymant_96,no_of_enterpreneurs,no_crimes_95,no_crimes_96,disp_id,account_id,disp_type,card_id,card_type,card_issued,card_issue_year,card_issue_month,statement_freq,account_date,loan_id,amount_x,duration,payments,status,loan_month,loan_year,tot_trans_amount,tot_trans_count,tot_order_amount,tot_order_count,amount_y,ord_HOUSEHOLD_PAYMENT,ord_INSURANCE_PAYMENT,ord_LEASING_PAYMENT,ord_LOAN_PAYMENT,ord_UNKNOWN,LOS,Target
2895,70,23.0,F,20.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,2895,2398,OWNER,,,,,,monthly issuance,1996-11-25,,,,,,,,295199.5999999999,150,,,,,,,,,3.0,
2896,1,25.0,F,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2896,2399,OWNER,,,,,,monthly issuance,1994-04-26,,,,,,,,782350.3999999991,327,,,,,,,,,6.0,
2897,40,75.0,M,70.0,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,2897,2400,OWNER,,,,,,monthly issuance,1996-06-15,,,,,,,,225950.70000000004,139,1640.0,1.0,1640.0,1640.0,0.0,0.0,0.0,0.0,4.0,
2898,40,79.0,F,70.0,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,2898,2400,DISPONENT,,,,,,monthly issuance,1996-06-15,,,,,,,,225950.70000000004,139,1640.0,1.0,1640.0,1640.0,0.0,0.0,0.0,0.0,4.0,
2899,16,82.0,M,80.0,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,2899,2401,OWNER,,,,,,monthly issuance,1994-08-26,,,,,,,,685973.0999999993,266,2782.0,1.0,2782.0,2782.0,0.0,0.0,0.0,0.0,5.0,
2900,18,77.0,M,70.0,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,2900,2402,OWNER,,,,,,monthly issuance,1997-11-06,,,,,,,,153449.80000000005,57,2384.0,1.0,2384.0,2384.0,0.0,0.0,0.0,0.0,2.0,
2901,25,61.0,F,60.0,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,2901,2403,OWNER,,,,,,monthly issuance,1996-02-20,,,,,,,,425038.0999999999,191,3031.0,1.0,3031.0,3031.0,0.0,0.0,0.0,0.0,4.0,
2902,8,41.0,F,40.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,2902,2404,OWNER,,,,,,monthly issuance,1997-06-05,,,,,,,,531157.4999999998,99,5488.0,1.0,5488.0,5488.0,0.0,0.0,0.0,0.0,3.0,
2903,8,40.0,M,40.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,2903,2404,DISPONENT,,,,,,monthly issuance,1997-06-05,,,,,,,,531157.4999999998,99,5488.0,1.0,5488.0,5488.0,0.0,0.0,0.0,0.0,3.0,
2904,64,54.0,F,50.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,2904,2405,OWNER,,,,,,monthly issuance,1997-02-27,,,,,,,,620871.0999999997,116,6407.0,1.0,6407.0,6407.0,0.0,0.0,0.0,0.0,3.0,
2905,64,49.0,M,40.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,2905,2405,DISPONENT,,,,,,monthly issuance,1997-02-27,,,,,,,,620871.0999999997,116,6407.0,1.0,6407.0,6407.0,0.0,0.0,0.0,0.0,3.0,
2906,5,65.0,M,60.0,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,2906,2406,OWNER,,,,,,monthly issuance,1996-03-22,,,,,,,,291872.10000000003,140,3186.0,1.0,3186.0,3186.0,0.0,0.0,0.0,0.0,4.0,
2907,5,67.0,F,60.0,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,2907,2406,DISPONENT,,,,,,monthly issuance,1996-03-22,,,,,,,,291872.10000000003,140,3186.0,1.0,3186.0,3186.0,0.0,0.0,0.0,0.0,4.0,
2908,1,29.0,M,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2908,2407,OWNER,,,,,,monthly issuance,1996-07-21,,,,,,,,685112.9999999997,159,7292.0,1.0,7292.0,7292.0,0.0,0.0,0.0,0.0,3.0,
2909,26,63.0,M,60.0,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,2909,2408,OWNER,,,,,,monthly issuance,1996-12-27,,,,,,,,796842.0999999996,145,3070.0,2.0,3070.0,3017.0,0.0,0.0,0.0,53.0,3.0,
2910,76,63.0,M,60.0,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,2910,2409,OWNER,452.0,classic,1998-12-19,1998.0,12.0,monthly issuance,1996-02-13,,,,,,,,747611.6999999995,192,5028.0,1.0,5028.0,5028.0,0.0,0.0,0.0,0.0,4.0,
2911,45,67.0,M,60.0,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,2911,2410,OWNER,453.0,gold,1998-07-12,1998.0,7.0,monthly issuance,1993-05-11,,,,,,,,762536.1999999988,304,3410.0,1.0,3410.0,3410.0,0.0,0.0,0.0,0.0,7.0,
2912,45,74.0,F,70.0,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,2912,2410,DISPONENT,,,,,,monthly issuance,1993-05-11,,,,,,,,762536.1999999988,304,3410.0,1.0,3410.0,3410.0,0.0,0.0,0.0,0.0,7.0,
2913,44,37.0,M,30.0,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,2913,2411,OWNER,,,,,,monthly issuance,1993-06-27,,,,,,,,3164103.9000000027,331,,,,,,,,,7.0,
2915,33,46.0,F,40.0,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,2915,2413,OWNER,,,,,,monthly issuance,1997-10-27,5463.0,17952.0,12.0,1496.0,C,10.0,1998.0,463341.49999999994,76,7944.0,2.0,7944.0,6448.0,0.0,0.0,1496.0,0.0,2.0,1.0
2916,1,27.0,M,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2916,2414,OWNER,,,,,,monthly issuance,1995-01-19,,,,,,,,264788.9000000002,257,1966.0,2.0,1966.0,465.0,0.0,0.0,0.0,1501.0,5.0,
2917,16,60.0,M,60.0,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,2917,2415,OWNER,,,,,,monthly issuance,1997-02-27,,,,,,,,711641.0999999999,110,7308.0,1.0,7308.0,7308.0,0.0,0.0,0.0,0.0,3.0,
2918,5,33.0,M,30.0,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,2918,2416,OWNER,,,,,,monthly issuance,1996-01-23,,,,,,,,1305635.2000000004,182,9425.0,1.0,9425.0,9425.0,0.0,0.0,0.0,0.0,4.0,
2919,5,29.0,F,20.0,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,2919,2416,DISPONENT,,,,,,monthly issuance,1996-01-23,,,,,,,,1305635.2000000004,182,9425.0,1.0,9425.0,9425.0,0.0,0.0,0.0,0.0,4.0,
2920,44,38.0,F,30.0,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,2920,2417,OWNER,,,,,,monthly issuance,1993-08-20,,,,,,,,702557.4999999992,376,3162.0,2.0,3162.0,1319.0,0.0,0.0,0.0,1843.0,6.0,
2921,64,23.0,F,20.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,2921,2418,OWNER,454.0,classic,1997-08-01,1997.0,8.0,monthly issuance,1996-10-29,,,,,,,,2842683.000000001,175,,,,,,,,,3.0,
2922,43,59.0,M,50.0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,2922,2419,OWNER,,,,,,monthly issuance,1993-11-27,5464.0,95808.0,12.0,7984.0,A,1.0,1995.0,6025956.799999997,420,7984.3,1.0,7984.3,0.0,0.0,0.0,7984.3,0.0,6.0,1.0
2923,35,23.0,F,20.0,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,2923,2420,OWNER,,,,,,monthly issuance,1996-06-25,,,,,,,,232326.10000000015,149,2401.0,1.0,2401.0,2401.0,0.0,0.0,0.0,0.0,4.0,
2924,18,59.0,F,50.0,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,2924,2421,OWNER,455.0,classic,1998-11-13,1998.0,11.0,monthly issuance,1995-01-11,,,,,,,,287701.7000000001,279,2127.0,3.0,2127.0,1544.0,363.0,0.0,0.0,220.0,5.0,
2925,18,52.0,M,50.0,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,2925,2421,DISPONENT,,,,,,monthly issuance,1995-01-11,,,,,,,,287701.7000000001,279,2127.0,3.0,2127.0,1544.0,363.0,0.0,0.0,220.0,5.0,
2926,27,66.0,M,60.0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,2926,2422,OWNER,,,,,,monthly issuance,1997-08-29,,,,,,,,165448.80000000005,70,2809.0,1.0,2809.0,2809.0,0.0,0.0,0.0,0.0,2.0,
2927,27,70.0,F,70.0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,2927,2422,DISPONENT,,,,,,monthly issuance,1997-08-29,,,,,,,,165448.80000000005,70,2809.0,1.0,2809.0,2809.0,0.0,0.0,0.0,0.0,2.0,
2928,38,68.0,M,60.0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,2928,2423,OWNER,,,,,,monthly issuance,1993-02-14,,,,,,,,782589.599999999,419,2811.0,2.0,2811.0,2811.0,0.0,0.0,0.0,0.0,7.0,
2929,1,42.0,M,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2929,2424,OWNER,456.0,classic,1998-05-16,1998.0,5.0,monthly issuance,1995-10-13,,,,,,,,4521182.5,288,14138.0,1.0,14138.0,14138.0,0.0,0.0,0.0,0.0,4.0,
2930,41,59.0,M,50.0,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,2930,2425,OWNER,,,,,,monthly issuance,1993-01-23,,,,,,,,1462430.700000001,411,5936.0,1.0,5936.0,5936.0,0.0,0.0,0.0,0.0,7.0,
2932,1,60.0,F,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2932,2427,OWNER,,,,,,weekly issuance,1993-10-08,,,,,,,,2046250.2,406,8706.0,3.0,8706.0,5496.0,2342.0,0.0,0.0,868.0,6.0,
2933,72,57.0,M,50.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,2933,2428,OWNER,,,,,,monthly issuance,1993-09-08,,,,,,,,2168346.1000000024,315,,,,,,,,,6.0,
2934,72,52.0,F,50.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,2934,2428,DISPONENT,,,,,,monthly issuance,1993-09-08,,,,,,,,2168346.1000000024,315,,,,,,,,,6.0,
2935,61,56.0,F,50.0,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,2935,2429,OWNER,,,,,,monthly issuance,1993-02-06,,,,,,,,2270255.0000000023,476,7155.0,2.0,7155.0,6786.0,0.0,0.0,0.0,369.0,7.0,
2936,3,55.0,F,50.0,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,2936,2430,OWNER,,,,,,monthly issuance,1994-10-09,,,,,,,,1006612.9999999993,228,,,,,,,,,5.0,
2937,74,51.0,M,50.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,2937,2431,OWNER,,,,,,monthly issuance,1995-02-23,,,,,,,,747348.0999999996,348,5286.0,4.0,5286.0,1243.0,2305.0,1502.0,0.0,236.0,5.0,
2938,8,79.0,F,70.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,2938,2432,OWNER,,,,,,monthly issuance,1996-04-18,,,,,,,,344331.5999999998,158,2554.0,1.0,2554.0,2554.0,0.0,0.0,0.0,0.0,4.0,
2939,8,82.0,M,80.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,2939,2433,OWNER,,,,,,monthly issuance,1993-02-19,,,,,,,,626253.2999999991,352,1757.0,1.0,1757.0,1757.0,0.0,0.0,0.0,0.0,7.0,
2940,1,34.0,M,30.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2940,2434,OWNER,,,,,,monthly issuance,1993-02-02,,,,,,,,795694.9999999991,360,2927.0,1.0,2927.0,2927.0,0.0,0.0,0.0,0.0,7.0,
2941,38,49.0,M,40.0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,2941,2435,OWNER,,,,,,monthly issuance,1993-11-01,,,,,,,,4702010.000000005,371,9537.9,2.0,9537.9,7904.0,0.0,1633.9,0.0,0.0,6.0,
2942,67,34.0,F,30.0,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,2942,2436,OWNER,,,,,,monthly issuance,1993-05-25,,,,,,,,1276597.5999999999,331,,,,,,,,,7.0,
2943,1,20.0,F,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2943,2437,OWNER,,,,,,monthly issuance,1995-12-04,,,,,,,,209786.50000000015,206,1994.0,2.0,1994.0,656.0,0.0,0.0,0.0,1338.0,4.0,
2944,71,56.0,F,50.0,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,2944,2438,OWNER,,,,,,monthly issuance,1997-11-16,,,,,,,,272207.30000000005,61,6522.0,2.0,6522.0,5817.0,0.0,0.0,0.0,705.0,2.0,
2945,74,79.0,M,70.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,2945,2439,OWNER,,,,,,monthly issuance,1996-08-13,,,,,,,,346404.0999999999,142,2096.0,1.0,2096.0,2096.0,0.0,0.0,0.0,0.0,3.0,
2946,74,74.0,F,70.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,2946,2439,DISPONENT,,,,,,monthly issuance,1996-08-13,,,,,,,,346404.0999999999,142,2096.0,1.0,2096.0,2096.0,0.0,0.0,0.0,0.0,3.0,
2947,19,43.0,F,40.0,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,2947,2440,OWNER,,,,,,monthly issuance,1997-12-18,,,,,,,,562063.1,68,8110.0,3.0,8110.0,6219.0,1230.0,0.0,0.0,661.0,2.0,
2948,47,21.0,M,20.0,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,2948,2441,OWNER,457.0,junior,1998-05-16,1998.0,5.0,monthly issuance,1996-12-22,,,,,,,,922344.1999999997,170,5994.0,3.0,5994.0,4719.0,785.0,0.0,0.0,490.0,3.0,
2949,14,56.0,M,50.0,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,2949,2442,OWNER,,,,,,monthly issuance,1997-08-21,,,,,,,,86640.2,73,2108.0,2.0,2108.0,540.0,0.0,0.0,0.0,1568.0,2.0,
2950,46,56.0,M,50.0,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,2950,2443,OWNER,,,,,,monthly issuance,1997-06-25,,,,,,,,924331.1999999997,98,7034.0,1.0,7034.0,7034.0,0.0,0.0,0.0,0.0,3.0,
2951,76,49.0,F,40.0,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,2951,2444,OWNER,458.0,gold,1998-05-14,1998.0,5.0,monthly issuance,1997-09-07,,,,,,,,959378.3999999998,81,2931.6,1.0,2931.6,0.0,0.0,2931.6,0.0,0.0,2.0,
2952,52,22.0,F,20.0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,2952,2445,OWNER,,,,,,monthly issuance,1996-07-07,5469.0,293160.0,60.0,4886.0,C,12.0,1997.0,2592316.400000002,189,4886.0,1.0,4886.0,0.0,0.0,0.0,4886.0,0.0,3.0,1.0
2953,3,64.0,M,60.0,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,2953,2446,OWNER,,,,,,monthly issuance,1995-01-16,,,,,,,,1215026.6999999997,269,6372.0,1.0,6372.0,6372.0,0.0,0.0,0.0,0.0,5.0,
2954,38,40.0,F,40.0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,2954,2447,OWNER,,,,,,monthly issuance,1997-07-14,,,,,,,,440154.09999999986,93,6911.0,1.0,6911.0,6911.0,0.0,0.0,0.0,0.0,2.0,
2955,38,47.0,M,40.0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,2955,2447,DISPONENT,,,,,,monthly issuance,1997-07-14,,,,,,,,440154.09999999986,93,6911.0,1.0,6911.0,6911.0,0.0,0.0,0.0,0.0,2.0,
2956,23,60.0,M,60.0,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,2956,2448,OWNER,,,,,,monthly issuance,1997-05-11,,,,,,,,115961.20000000003,97,2260.0,2.0,2260.0,1067.0,0.0,0.0,0.0,1193.0,3.0,
2957,23,22.0,M,20.0,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,2957,2449,OWNER,,,,,,monthly issuance,1997-08-05,,,,,,,,159918.30000000002,27,,,,,,,,,2.0,
2958,48,25.0,M,20.0,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,2958,2450,OWNER,459.0,gold,1998-02-11,1998.0,2.0,monthly issuance,1996-04-10,,,,,,,,1716579.500000001,215,9370.0,2.0,9370.0,1455.0,0.0,0.0,0.0,7915.0,4.0,
2959,54,42.0,M,40.0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,2959,2451,OWNER,,,,,,monthly issuance,1997-04-29,,,,,,,,660246.3999999998,104,6944.0,1.0,6944.0,6944.0,0.0,0.0,0.0,0.0,3.0,
2960,1,71.0,M,70.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2960,2452,OWNER,,,,,,monthly issuance,1997-07-14,,,,,,,,169737.50000000003,68,3244.0,1.0,3244.0,3244.0,0.0,0.0,0.0,0.0,2.0,
2961,1,66.0,F,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2961,2452,DISPONENT,,,,,,monthly issuance,1997-07-14,,,,,,,,169737.50000000003,68,3244.0,1.0,3244.0,3244.0,0.0,0.0,0.0,0.0,2.0,
2962,1,61.0,M,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2962,2453,OWNER,,,,,,monthly issuance,1993-03-08,,,,,,,,444350.79999999964,315,2190.0,1.0,2190.0,2190.0,0.0,0.0,0.0,0.0,7.0,
2963,1,61.0,F,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2963,2453,DISPONENT,,,,,,monthly issuance,1993-03-08,,,,,,,,444350.79999999964,315,2190.0,1.0,2190.0,2190.0,0.0,0.0,0.0,0.0,7.0,
2964,8,21.0,M,20.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,2964,2454,OWNER,,,,,,monthly issuance,1994-05-07,,,,,,,,1003732.3999999996,341,,,,,,,,,6.0,
2965,30,82.0,F,80.0,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,2965,2455,OWNER,,,,,,monthly issuance,1997-02-06,,,,,,,,260319.90000000005,104,3262.0,1.0,3262.0,3262.0,0.0,0.0,0.0,0.0,3.0,
2966,65,45.0,M,40.0,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,2966,2456,OWNER,,,,,,monthly issuance,1995-09-09,5470.0,200976.0,48.0,4187.0,C,4.0,1996.0,2308608.700000002,265,13741.3,2.0,13741.3,9554.0,0.0,0.0,4187.3,0.0,4.0,1.0
2967,53,39.0,F,30.0,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,2967,2457,OWNER,,,,,,monthly issuance,1993-11-11,,,,,,,,808672.4999999991,318,3834.0,1.0,3834.0,3834.0,0.0,0.0,0.0,0.0,6.0,
2968,40,37.0,M,30.0,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,2968,2458,OWNER,,,,,,weekly issuance,1993-03-14,,,,,,,,3887110.999999999,332,,,,,,,,,7.0,
2969,55,77.0,M,70.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,2969,2459,OWNER,,,,,,monthly issuance,1997-09-10,,,,,,,,139913.90000000008,71,1971.0,1.0,1971.0,1971.0,0.0,0.0,0.0,0.0,2.0,
2970,55,78.0,F,70.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,2970,2459,DISPONENT,,,,,,monthly issuance,1997-09-10,,,,,,,,139913.90000000008,71,1971.0,1.0,1971.0,1971.0,0.0,0.0,0.0,0.0,2.0,
2971,1,22.0,F,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2971,2460,OWNER,460.0,classic,1998-10-05,1998.0,10.0,monthly issuance,1993-11-22,,,,,,,,948272.5999999989,297,435.0,1.0,435.0,0.0,0.0,435.0,0.0,0.0,6.0,
2972,1,24.0,M,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2972,2461,OWNER,,,,,,monthly issuance,1997-09-28,,,,,,,,127307.50000000003,67,,,,,,,,,2.0,
2974,56,49.0,F,40.0,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,2974,2463,OWNER,,,,,,monthly issuance,1994-10-11,,,,,,,,1659860.500000001,266,3077.0,1.0,3077.0,3077.0,0.0,0.0,0.0,0.0,5.0,
2975,33,57.0,F,50.0,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,2975,2464,OWNER,,,,,,issuance after transaction,1993-07-02,,,,,,,,4419575.2,447,12828.0,3.0,12828.0,5555.0,0.0,2592.0,0.0,4681.0,6.0,
2976,57,77.0,F,70.0,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,2976,2465,OWNER,,,,,,monthly issuance,1996-10-06,,,,,,,,313745.1,154,3630.0,2.0,3630.0,3630.0,0.0,0.0,0.0,0.0,3.0,
2977,39,37.0,M,30.0,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,2977,2466,OWNER,461.0,gold,1998-08-21,1998.0,8.0,monthly issuance,1997-04-11,,,,,,,,895738.0999999996,128,3770.0,2.0,3770.0,37.0,0.0,0.0,0.0,3733.0,3.0,
2978,33,52.0,F,50.0,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,2978,2467,OWNER,462.0,classic,1995-12-30,1995.0,12.0,monthly issuance,1993-05-29,,,,,,,,3265276.5000000033,397,5332.0,1.0,5332.0,5332.0,0.0,0.0,0.0,0.0,7.0,
2979,4,38.0,F,30.0,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,2979,2468,OWNER,,,,,,monthly issuance,1996-07-13,,,,,,,,157534.10000000012,116,2094.0,1.0,2094.0,2094.0,0.0,0.0,0.0,0.0,3.0,
2980,11,26.0,M,20.0,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,2980,2469,OWNER,,,,,,monthly issuance,1996-02-05,,,,,,,,211082.8000000001,154,2220.0,1.0,2220.0,2220.0,0.0,0.0,0.0,0.0,4.0,
2981,16,51.0,F,50.0,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,2981,2470,OWNER,,,,,,monthly issuance,1994-07-23,,,,,,,,2140982.900000002,400,7658.0,3.0,7658.0,4511.0,1042.0,0.0,0.0,2105.0,5.0,
2982,6,27.0,F,20.0,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,2982,2471,OWNER,463.0,classic,1998-02-26,1998.0,2.0,monthly issuance,1994-07-03,,,,,,,,5095915.3,469,5192.0,4.0,5192.0,3277.0,363.0,0.0,0.0,1552.0,5.0,
2983,6,32.0,M,30.0,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,2983,2471,DISPONENT,,,,,,monthly issuance,1994-07-03,,,,,,,,5095915.3,469,5192.0,4.0,5192.0,3277.0,363.0,0.0,0.0,1552.0,5.0,
2984,60,37.0,F,30.0,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,2984,2472,OWNER,464.0,classic,1995-02-21,1995.0,2.0,monthly issuance,1994-02-08,,,,,,,,2029023.800000002,344,5342.0,2.0,5342.0,4109.0,0.0,1233.0,0.0,0.0,6.0,
2985,60,40.0,M,40.0,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,2985,2472,DISPONENT,,,,,,monthly issuance,1994-02-08,,,,,,,,2029023.800000002,344,5342.0,2.0,5342.0,4109.0,0.0,1233.0,0.0,0.0,6.0,
2986,14,48.0,M,40.0,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,2986,2473,OWNER,,,,,,monthly issuance,1996-02-16,,,,,,,,185822.50000000012,182,1996.0,2.0,1996.0,1760.0,0.0,0.0,0.0,236.0,4.0,
